      1.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000003e+00       1.00000003e+00       1.00000003e+00       1.00000003e+00       5.26014864e-09       5.26014864e-09       4.84516579e-08       4.84516579e-08       0.00000000e+00       6.18490939e-08      -1.41167747e-12
      2.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000011e+00       1.00000011e+00       1.00000012e+00       1.00000012e+00       2.10372086e-08       2.10372086e-08       1.93782176e-07       1.93782176e-07       0.00000000e+00       2.47365288e-07      -1.12943304e-11
      3.00000000e-02      -4.46713594e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000025e+00       1.00000025e+00       1.00000028e+00       1.00000028e+00       4.73209872e-08       4.73209872e-08       4.35917889e-07       4.35917889e-07       0.00000000e+00       5.56455332e-07      -3.81243148e-11
      4.00000000e-02      -4.46713593e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000044e+00       1.00000044e+00       1.00000049e+00       1.00000049e+00       8.40945027e-08       8.40945027e-08       7.74736050e-07       7.74736050e-07       0.00000000e+00       9.88963861e-07      -9.03887408e-11
      5.00000000e-02      -4.46713591e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000068e+00       1.00000068e+00       1.00000077e+00       1.00000077e+00       1.31333994e-07       1.31333994e-07       1.21006490e-06       1.21006490e-06       0.00000000e+00       1.54467348e-06      -1.76590824e-10
      6.00000000e-02      -4.46713589e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000098e+00       1.00000098e+00       1.00000110e+00       1.00000110e+00       1.89008937e-07       1.89008937e-07       1.74168376e-06       1.74168376e-06       0.00000000e+00       2.22330484e-06      -3.05255211e-10
      7.00000000e-02      -4.46713587e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000134e+00       1.00000134e+00       1.00000150e+00       1.00000150e+00       2.57082057e-07       2.57082057e-07       2.36932313e-06       2.36932313e-06       0.00000000e+00       3.02451683e-06      -4.84933272e-10
      8.00000000e-02      -4.46713585e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000175e+00       1.00000175e+00       1.00000196e+00       1.00000196e+00       3.35509359e-07       3.35509359e-07       3.09266483e-06       3.09266483e-06       0.00000000e+00       3.94790671e-06      -7.24208338e-10
      9.00000000e-02      -4.46713582e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000221e+00       1.00000221e+00       1.00000248e+00       1.00000248e+00       4.24240147e-07       4.24240147e-07       3.91134215e-06       3.91134215e-06       0.00000000e+00       4.99301031e-06      -1.03170089e-09
      1.00000000e-01      -4.46713579e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000273e+00       1.00000273e+00       1.00000306e+00       1.00000306e+00       5.23217055e-07       5.23217055e-07       4.82494006e-06       4.82494006e-06       0.00000000e+00       6.15930226e-06      -1.41607369e-09
      1.10000000e-01      -4.46713575e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000330e+00       1.00000330e+00       1.00000370e+00       1.00000370e+00       6.32376084e-07       6.32376084e-07       5.83299540e-06       5.83299540e-06       0.00000000e+00       7.44619628e-06      -1.88603682e-09
      1.20000000e-01      -4.46713572e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000392e+00       1.00000392e+00       1.00000439e+00       1.00000439e+00       7.51646638e-07       7.51646638e-07       6.93499709e-06       6.93499709e-06       0.00000000e+00       8.85304543e-06      -2.45035265e-09
      1.30000000e-01      -4.46713568e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000460e+00       1.00000460e+00       1.00000515e+00       1.00000515e+00       8.80951562e-07       8.80951562e-07       8.13038643e-06       8.13038643e-06       0.00000000e+00       1.03791425e-05      -3.11784071e-09
      1.40000000e-01      -4.46713563e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000533e+00       1.00000533e+00       1.00000597e+00       1.00000597e+00       1.02020720e-06       1.02020720e-06       9.41855736e-06       9.41855736e-06       0.00000000e+00       1.20237202e-05      -3.89738246e-09
      1.50000000e-01      -4.46713558e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000611e+00       1.00000611e+00       1.00000684e+00       1.00000684e+00       1.16932341e-06       1.16932341e-06       1.07988568e-05       1.07988568e-05       0.00000000e+00       1.37859518e-05      -4.79792593e-09
      1.60000000e-01      -4.46713553e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000694e+00       1.00000694e+00       1.00000778e+00       1.00000778e+00       1.32820368e-06       1.32820368e-06       1.22705848e-05       1.22705848e-05       0.00000000e+00       1.56649512e-05      -5.82849030e-09
      1.70000000e-01      -4.46713548e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000783e+00       1.00000783e+00       1.00000877e+00       1.00000877e+00       1.49674513e-06       1.49674513e-06       1.38329951e-05       1.38329951e-05       0.00000000e+00       1.76597738e-05      -6.99817023e-09
      1.80000000e-01      -4.46713542e+00       4.00000000e+00       4.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000876e+00       1.00000876e+00       1.00000982e+00       1.00000982e+00       1.67483857e-06       1.67483857e-06       1.54852956e-05       1.54852956e-05       0.00000000e+00       1.97694167e-05      -8.31614019e-09
