0.0 	 [0j, 0j, (-5.551115123125783e-17+0j), 0j] 
0.005 	 [0j, (-5.551115123125783e-17+0j), 0j, 0j] 
0.01 	 [(-5.551115123125783e-17+0j), (-5.551115123125783e-17+0j), 0j, 0j] 
0.015000000000000001 	 [0j, (5.551115123125783e-17+0j), (-1.6653345369377348e-16+0j), 0j] 
0.02 	 [(1.1102230246251565e-16+0j), (-5.551115123125783e-17+0j), 0j, 0j] 
0.025 	 [(-5.551115123125783e-17+0j), 0j, 0j, (-1.1102230246251565e-16+0j)] 
0.030000000000000002 	 [(5.551115123125783e-17+0j), (5.551115123125783e-17+0j), (-5.551115123125783e-17+0j), 0j] 
0.035 	 [(-5.551115123125783e-17+0j), 0j, (5.551115123125783e-17+0j), 0j] 
0.04 	 [(-1.1102230246251565e-16+0j), 0j, 0j, (-1.1102230246251565e-16+0j)] 
0.045000000000000005 	 [(-5.551115123125783e-17+0j), (1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), (5.551115123125783e-17+0j)] 
0.05 	 [(1.1102230246251565e-16+0j), (-1.6653345369377348e-16+0j), (5.551115123125783e-17+0j), 0j] 
0.055 	 [(-1.6653345369377348e-16+0j), (1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), 0j] 
0.060000000000000005 	 [0j, (5.551115123125783e-17+0j), (-5.551115123125783e-17+0j), 0j] 
0.065 	 [0j, 0j, (1.1102230246251565e-16+0j), (5.551115123125783e-17+0j)] 
0.07 	 [(-5.551115123125783e-17+0j), (-5.551115123125783e-17+0j), (5.551115123125783e-17+0j), 0j] 
0.075 	 [(-5.551115123125783e-17+0j), (-1.1102230246251565e-16+0j), 0j, 0j] 
0.08 	 [(5.551115123125783e-17+0j), (5.551115123125783e-17+0j), 0j, 0j] 
0.085 	 [0j, (-5.551115123125783e-17+0j), (5.551115123125783e-17+0j), 0j] 
0.09000000000000001 	 [(-1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), (5.551115123125783e-17+0j), 0j] 
0.095 	 [0j, (1.1102230246251565e-16+0j), 0j, 0j] 
0.1 	 [0j, (-1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), (5.551115123125783e-17+0j)] 
