      0.00000000e+00       5.00000000e-01       5.00000000e-01       5.00000000e-01       5.00000000e-01       5.00000000e-01       5.00000000e-01       5.00000000e-01       5.00000000e-01
      1.00000000e-02       5.00000224e-01       5.00000224e-01       4.99999888e-01       4.99999888e-01       4.99999888e-01       4.99999888e-01       5.00000000e-01       5.00000000e-01
      2.00000000e-02       5.00000894e-01       5.00000894e-01       4.99999553e-01       4.99999553e-01       4.99999553e-01       4.99999553e-01       5.00000000e-01       5.00000000e-01
      3.00000000e-02       5.00002012e-01       5.00002012e-01       4.99998994e-01       4.99998994e-01       4.99998995e-01       4.99998995e-01       5.00000000e-01       5.00000000e-01
      4.00000000e-02       5.00003577e-01       5.00003577e-01       4.99998212e-01       4.99998212e-01       4.99998214e-01       4.99998214e-01       4.99999999e-01       4.99999999e-01
      5.00000000e-02       5.00005589e-01       5.00005589e-01       4.99997206e-01       4.99997206e-01       4.99997212e-01       4.99997212e-01       4.99999998e-01       4.99999998e-01
      6.00000000e-02       5.00008047e-01       5.00008047e-01       4.99995978e-01       4.99995978e-01       4.99995989e-01       4.99995989e-01       4.99999995e-01       4.99999995e-01
      7.00000000e-02       5.00010951e-01       5.00010951e-01       4.99994527e-01       4.99994527e-01       4.99994548e-01       4.99994548e-01       4.99999991e-01       4.99999991e-01
      8.00000000e-02       5.00014301e-01       5.00014301e-01       4.99992854e-01       4.99992854e-01       4.99992890e-01       4.99992890e-01       4.99999984e-01       4.99999984e-01
      9.00000000e-02       5.00018096e-01       5.00018096e-01       4.99990959e-01       4.99990959e-01       4.99991017e-01       4.99991017e-01       4.99999975e-01       4.99999975e-01
      1.00000000e-01       5.00022336e-01       5.00022336e-01       4.99988843e-01       4.99988843e-01       4.99988931e-01       4.99988931e-01       4.99999962e-01       4.99999962e-01
      1.10000000e-01       5.00027020e-01       5.00027020e-01       4.99986506e-01       4.99986506e-01       4.99986634e-01       4.99986634e-01       4.99999944e-01       4.99999944e-01
      1.20000000e-01       5.00032147e-01       5.00032147e-01       4.99983949e-01       4.99983949e-01       4.99984130e-01       4.99984130e-01       4.99999921e-01       4.99999921e-01
      1.30000000e-01       5.00037718e-01       5.00037718e-01       4.99981173e-01       4.99981173e-01       4.99981421e-01       4.99981421e-01       4.99999891e-01       4.99999891e-01
      1.40000000e-01       5.00043730e-01       5.00043730e-01       4.99978177e-01       4.99978177e-01       4.99978512e-01       4.99978512e-01       4.99999854e-01       4.99999854e-01
      1.50000000e-01       5.00050184e-01       5.00050184e-01       4.99974964e-01       4.99974964e-01       4.99975404e-01       4.99975404e-01       4.99999808e-01       4.99999808e-01
      1.60000000e-01       5.00057078e-01       5.00057078e-01       4.99971533e-01       4.99971533e-01       4.99972102e-01       4.99972102e-01       4.99999751e-01       4.99999751e-01
      1.70000000e-01       5.00064412e-01       5.00064412e-01       4.99967886e-01       4.99967886e-01       4.99968610e-01       4.99968610e-01       4.99999683e-01       4.99999683e-01
      1.80000000e-01       5.00072184e-01       5.00072184e-01       4.99964024e-01       4.99964024e-01       4.99964933e-01       4.99964933e-01       4.99999602e-01       4.99999602e-01
      1.90000000e-01       5.00080394e-01       5.00080394e-01       4.99959947e-01       4.99959947e-01       4.99961074e-01       4.99961074e-01       4.99999506e-01       4.99999506e-01
      2.00000000e-01       5.00089039e-01       5.00089039e-01       4.99955657e-01       4.99955657e-01       4.99957038e-01       4.99957038e-01       4.99999394e-01       4.99999394e-01
      2.10000000e-01       5.00098120e-01       5.00098120e-01       4.99951154e-01       4.99951154e-01       4.99952831e-01       4.99952831e-01       4.99999264e-01       4.99999264e-01
      2.20000000e-01       5.00107635e-01       5.00107635e-01       4.99946441e-01       4.99946441e-01       4.99948457e-01       4.99948457e-01       4.99999115e-01       4.99999115e-01
      2.30000000e-01       5.00117582e-01       5.00117582e-01       4.99941517e-01       4.99941517e-01       4.99943922e-01       4.99943922e-01       4.99998944e-01       4.99998944e-01
      2.40000000e-01       5.00127960e-01       5.00127960e-01       4.99936385e-01       4.99936385e-01       4.99939231e-01       4.99939231e-01       4.99998749e-01       4.99998749e-01
      2.50000000e-01       5.00138768e-01       5.00138768e-01       4.99931046e-01       4.99931046e-01       4.99934390e-01       4.99934390e-01       4.99998529e-01       4.99998529e-01
      2.60000000e-01       5.00150004e-01       5.00150004e-01       4.99925501e-01       4.99925501e-01       4.99929406e-01       4.99929406e-01       4.99998281e-01       4.99998281e-01
      2.70000000e-01       5.00161667e-01       5.00161667e-01       4.99919751e-01       4.99919751e-01       4.99924284e-01       4.99924284e-01       4.99998004e-01       4.99998004e-01
      2.80000000e-01       5.00173754e-01       5.00173754e-01       4.99913799e-01       4.99913799e-01       4.99919030e-01       4.99919030e-01       4.99997694e-01       4.99997694e-01
      2.90000000e-01       5.00186265e-01       5.00186265e-01       4.99907645e-01       4.99907645e-01       4.99913651e-01       4.99913651e-01       4.99997351e-01       4.99997351e-01
      3.00000000e-01       5.00199197e-01       5.00199197e-01       4.99901291e-01       4.99901291e-01       4.99908155e-01       4.99908155e-01       4.99996970e-01       4.99996970e-01
      3.10000000e-01       5.00212549e-01       5.00212549e-01       4.99894739e-01       4.99894739e-01       4.99902547e-01       4.99902547e-01       4.99996551e-01       4.99996551e-01
      3.20000000e-01       5.00226319e-01       5.00226319e-01       4.99887991e-01       4.99887991e-01       4.99896835e-01       4.99896835e-01       4.99996090e-01       4.99996090e-01
      3.30000000e-01       5.00240504e-01       5.00240504e-01       4.99881049e-01       4.99881049e-01       4.99891027e-01       4.99891027e-01       4.99995584e-01       4.99995584e-01
      3.40000000e-01       5.00255103e-01       5.00255103e-01       4.99873913e-01       4.99873913e-01       4.99885129e-01       4.99885129e-01       4.99995032e-01       4.99995032e-01
      3.50000000e-01       5.00270114e-01       5.00270114e-01       4.99866587e-01       4.99866587e-01       4.99879149e-01       4.99879149e-01       4.99994431e-01       4.99994431e-01
      3.60000000e-01       5.00285534e-01       5.00285534e-01       4.99859072e-01       4.99859072e-01       4.99873094e-01       4.99873094e-01       4.99993777e-01       4.99993777e-01
      3.70000000e-01       5.00301361e-01       5.00301361e-01       4.99851370e-01       4.99851370e-01       4.99866973e-01       4.99866973e-01       4.99993069e-01       4.99993069e-01
      3.80000000e-01       5.00317593e-01       5.00317593e-01       4.99843483e-01       4.99843483e-01       4.99860794e-01       4.99860794e-01       4.99992303e-01       4.99992303e-01
      3.90000000e-01       5.00334228e-01       5.00334228e-01       4.99835413e-01       4.99835413e-01       4.99854564e-01       4.99854564e-01       4.99991476e-01       4.99991476e-01
      4.00000000e-01       5.00351263e-01       5.00351263e-01       4.99827163e-01       4.99827163e-01       4.99848292e-01       4.99848292e-01       4.99990586e-01       4.99990586e-01
      4.10000000e-01       5.00368696e-01       5.00368696e-01       4.99818735e-01       4.99818735e-01       4.99841986e-01       4.99841986e-01       4.99989629e-01       4.99989629e-01
      4.20000000e-01       5.00386523e-01       5.00386523e-01       4.99810130e-01       4.99810130e-01       4.99835655e-01       4.99835655e-01       4.99988603e-01       4.99988603e-01
      4.30000000e-01       5.00404743e-01       5.00404743e-01       4.99801352e-01       4.99801352e-01       4.99829306e-01       4.99829306e-01       4.99987504e-01       4.99987504e-01
      4.40000000e-01       5.00423353e-01       5.00423353e-01       4.99792403e-01       4.99792403e-01       4.99822948e-01       4.99822948e-01       4.99986329e-01       4.99986329e-01
      4.50000000e-01       5.00442349e-01       5.00442349e-01       4.99783285e-01       4.99783285e-01       4.99816591e-01       4.99816591e-01       4.99985076e-01       4.99985076e-01
      4.60000000e-01       5.00461729e-01       5.00461729e-01       4.99774000e-01       4.99774000e-01       4.99810242e-01       4.99810242e-01       4.99983741e-01       4.99983741e-01
      4.70000000e-01       5.00481491e-01       5.00481491e-01       4.99764552e-01       4.99764552e-01       4.99803911e-01       4.99803911e-01       4.99982320e-01       4.99982320e-01
      4.80000000e-01       5.00501630e-01       5.00501630e-01       4.99754942e-01       4.99754942e-01       4.99797606e-01       4.99797606e-01       4.99980811e-01       4.99980811e-01
      4.90000000e-01       5.00522145e-01       5.00522145e-01       4.99745174e-01       4.99745174e-01       4.99791336e-01       4.99791336e-01       4.99979211e-01       4.99979211e-01
      5.00000000e-01       5.00543031e-01       5.00543031e-01       4.99735251e-01       4.99735251e-01       4.99785110e-01       4.99785110e-01       4.99977516e-01       4.99977516e-01
