      2.00000000e-03      -6.93791842e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000003e+00       1.00000003e+00       9.99999989e-01       9.99999989e-01       9.99999995e-01       9.99999995e-01       2.64603816e-08       2.64603816e-08      -1.62726402e-08      -1.62726402e-08       1.86313336e-08       1.86313336e-08       0.00000000e+00       3.71699331e-09       3.94239589e-11
      4.00000000e-03      -6.93791844e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000011e+00       1.00000011e+00       9.99999956e-01       9.99999956e-01       9.99999980e-01       9.99999980e-01       1.05840818e-07       1.05840818e-07      -6.50905194e-08      -6.50905194e-08       7.45253769e-08       7.45253769e-08       0.00000000e+00       1.48676783e-08       3.15390865e-10
      6.00000000e-03      -6.93791848e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000024e+00       1.00000024e+00       9.99999901e-01       9.99999901e-01       9.99999954e-01       9.99999954e-01       2.38139184e-07       2.38139184e-07      -1.46453513e-07      -1.46453513e-07       1.67682255e-07       1.67682255e-07       0.00000000e+00       3.34511709e-08       1.06443963e-09
      8.00000000e-03      -6.93791853e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000043e+00       1.00000043e+00       9.99999825e-01       9.99999825e-01       9.99999919e-01       9.99999919e-01       4.23351938e-07       4.23351938e-07      -2.60361414e-07      -2.60361414e-07       2.98102178e-07       2.98102178e-07       0.00000000e+00       5.94659975e-08       2.52310108e-09
      1.00000000e-02      -6.93791859e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000067e+00       1.00000067e+00       9.99999726e-01       9.99999726e-01       9.99999873e-01       9.99999873e-01       6.61474122e-07       6.61474122e-07      -4.06813931e-07      -4.06813931e-07       4.65785437e-07       4.65785437e-07       0.00000000e+00       9.29100947e-08       4.92789396e-09
      1.20000000e-02      -6.93791867e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000096e+00       1.00000096e+00       9.99999605e-01       9.99999605e-01       9.99999817e-01       9.99999817e-01       9.52499362e-07       9.52499362e-07      -5.85810693e-07      -5.85810693e-07       6.70732409e-07       6.70732409e-07       0.00000000e+00       1.33780810e-07       8.51532084e-09
      1.40000000e-02      -6.93791877e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000130e+00       1.00000130e+00       9.99999463e-01       9.99999463e-01       9.99999751e-01       9.99999751e-01       1.29641987e-06       1.29641987e-06      -7.97351242e-07      -7.97351242e-07       9.12943553e-07       9.12943553e-07       0.00000000e+00       1.82074903e-07       1.35218641e-08
      1.60000000e-02      -6.93791887e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000170e+00       1.00000170e+00       9.99999299e-01       9.99999299e-01       9.99999675e-01       9.99999675e-01       1.69322643e-06       1.69322643e-06      -1.04143504e-06      -1.04143504e-06       1.19241941e-06       1.19241941e-06       0.00000000e+00       2.37788541e-07       2.01839820e-08
      1.80000000e-02      -6.93791900e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000216e+00       1.00000216e+00       9.99999112e-01       9.99999112e-01       9.99999589e-01       9.99999589e-01       2.14290843e-06       2.14290843e-06      -1.31806146e-06      -1.31806146e-06       1.50916061e-06       1.50916061e-06       0.00000000e+00       3.00917306e-07       2.87381043e-08
      2.00000000e-02      -6.93791913e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000266e+00       1.00000266e+00       9.99998904e-01       9.99998904e-01       9.99999493e-01       9.99999493e-01       2.64545383e-06       2.64545383e-06      -1.62722981e-06      -1.62722981e-06       1.86316786e-06       1.86316786e-06       0.00000000e+00       3.71456188e-07       3.94206288e-08
