      2.00000000e-03      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       5.17728304e-16      -2.52588662e-16      -2.07516538e-16       0.00000000e+00       7.66322982e-16      -4.23516474e-22
      4.00000000e-03      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       3.83094851e-16      -3.62766221e-16      -3.97604421e-16       0.00000000e+00       9.31925000e-16       6.78683093e-22
      6.00000000e-03      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       5.70824341e-16      -9.15027203e-16      -5.96840560e-16       0.00000000e+00       1.17554755e-15      -1.01643954e-20
      8.00000000e-03      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       5.61008635e-16      -7.51450261e-16      -6.68834063e-16       0.00000000e+00       1.51117404e-15       9.65412049e-21
      1.00000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       6.24172115e-16      -5.89874411e-16      -7.25986305e-16       0.00000000e+00       1.51775668e-15       9.70841022e-21
      1.20000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.24920301e-16      -3.26217844e-16      -5.51374596e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.40000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.09001029e-16      -2.39083410e-16      -5.22465633e-16       0.00000000e+00       9.97828905e-16      -1.01643954e-20
      1.60000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -2.38113410e-17      -4.79070715e-16      -5.02899329e-16       0.00000000e+00       8.70580539e-16       3.97421254e-21
      1.80000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -4.59895767e-16      -6.76043297e-16      -8.58160342e-16       0.00000000e+00       8.51081336e-16      -2.47274441e-20
      2.00000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -3.62608366e-16      -5.83773769e-16      -8.60176007e-16       0.00000000e+00       1.07445436e-15       1.01643954e-20
      2.20000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -4.43575100e-16      -5.49869341e-16      -8.09827693e-16       0.00000000e+00       1.22669852e-15      -1.35525272e-20
      2.40000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.14589426e-16      -7.07486727e-16      -9.79629509e-16       0.00000000e+00       7.14109074e-16      -2.71050543e-20
      2.60000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -9.03861215e-17      -5.67793359e-16      -8.42348480e-16       0.00000000e+00       8.16542836e-16      -4.06575815e-20
      2.80000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.58903585e-16      -6.65754853e-16      -7.88259163e-16       0.00000000e+00       8.88266765e-16      -8.13151629e-20
      3.00000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -4.58952034e-16      -5.84851360e-16      -4.49978357e-16       0.00000000e+00       7.70386312e-16      -8.13151629e-20
      3.20000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.19433289e-16      -4.27243543e-16      -4.36349862e-16       0.00000000e+00       1.33051062e-15       5.42101086e-20
      3.40000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -6.69769232e-17      -2.15793740e-16      -4.10364349e-16       0.00000000e+00       7.85305154e-16      -5.42101086e-20
      3.60000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -3.78508341e-16      -2.11821927e-16      -4.36290856e-16       0.00000000e+00       1.74533014e-15      -6.66113103e-20
      3.80000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -4.60822263e-16      -1.99824253e-16      -5.72249832e-16       0.00000000e+00       1.99749617e-15       2.71050543e-20
      4.00000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -2.72097272e-16      -3.20617314e-16      -4.00133467e-16       0.00000000e+00       2.38827516e-15      -1.06582513e-21
      4.20000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -2.64597404e-16      -4.88943655e-16      -5.19006697e-16       0.00000000e+00       2.53316815e-15      -2.71050543e-20
      4.40000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.31646580e-16      -4.04806151e-16      -5.51054904e-16       0.00000000e+00       3.04274284e-15      -5.42101086e-20
      4.60000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -2.35757275e-16      -2.60572850e-16      -5.30497063e-16       0.00000000e+00       2.96573693e-15      -1.89735380e-19
      4.80000000e-02      -6.99291841e+00       6.00000000e+00       6.00000000e+00       4.00000000e+00       1.20000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00      -1.82995837e-16      -9.12680597e-17      -2.68698479e-16       0.00000000e+00       2.63396390e-15      -2.16840434e-19
