      0.00000000e+00       1.09950372e+00       9.00496281e-01
      1.00000000e-02       1.09950322e+00       9.00496778e-01
      2.00000000e-02       1.09950173e+00       9.00498271e-01
      3.00000000e-02       1.09949924e+00       9.00500757e-01
      4.00000000e-02       1.09949576e+00       9.00504237e-01
      5.00000000e-02       1.09949129e+00       9.00508708e-01
      6.00000000e-02       1.09948583e+00       9.00514170e-01
      7.00000000e-02       1.09947938e+00       9.00520619e-01
      8.00000000e-02       1.09947195e+00       9.00528054e-01
      9.00000000e-02       1.09946353e+00       9.00536470e-01
      1.00000000e-01       1.09945413e+00       9.00545866e-01
      1.10000000e-01       1.09944376e+00       9.00556236e-01
      1.20000000e-01       1.09943242e+00       9.00567577e-01
      1.30000000e-01       1.09942012e+00       9.00579885e-01
      1.40000000e-01       1.09940685e+00       9.00593153e-01
      1.50000000e-01       1.09939262e+00       9.00607378e-01
      1.60000000e-01       1.09937745e+00       9.00622552e-01
      1.70000000e-01       1.09936133e+00       9.00638671e-01
      1.80000000e-01       1.09934427e+00       9.00655727e-01
      1.90000000e-01       1.09932629e+00       9.00673714e-01
      2.00000000e-01       1.09930738e+00       9.00692624e-01
      2.10000000e-01       1.09928755e+00       9.00712450e-01
      2.20000000e-01       1.09926682e+00       9.00733184e-01
      2.30000000e-01       1.09924518e+00       9.00754817e-01
      2.40000000e-01       1.09922266e+00       9.00777340e-01
      2.50000000e-01       1.09919925e+00       9.00800745e-01
      2.60000000e-01       1.09917498e+00       9.00825022e-01
      2.70000000e-01       1.09914984e+00       9.00850162e-01
      2.80000000e-01       1.09912385e+00       9.00876153e-01
      2.90000000e-01       1.09909701e+00       9.00902986e-01
      3.00000000e-01       1.09906935e+00       9.00930650e-01
      3.10000000e-01       1.09904087e+00       9.00959134e-01
      3.20000000e-01       1.09901157e+00       9.00988425e-01
      3.30000000e-01       1.09898149e+00       9.01018513e-01
      3.40000000e-01       1.09895061e+00       9.01049385e-01
      3.50000000e-01       1.09891897e+00       9.01081029e-01
      3.60000000e-01       1.09888657e+00       9.01113432e-01
      3.70000000e-01       1.09885342e+00       9.01146580e-01
      3.80000000e-01       1.09881954e+00       9.01180461e-01
      3.90000000e-01       1.09878494e+00       9.01215060e-01
      4.00000000e-01       1.09874964e+00       9.01250365e-01
      4.10000000e-01       1.09871364e+00       9.01286359e-01
      4.20000000e-01       1.09867697e+00       9.01323030e-01
      4.30000000e-01       1.09863964e+00       9.01360362e-01
      4.40000000e-01       1.09860166e+00       9.01398340e-01
      4.50000000e-01       1.09856305e+00       9.01436949e-01
      4.60000000e-01       1.09852383e+00       9.01476173e-01
      4.70000000e-01       1.09848400e+00       9.01515997e-01
      4.80000000e-01       1.09844360e+00       9.01556403e-01
      4.90000000e-01       1.09840262e+00       9.01597377e-01
      5.00000000e-01       1.09836110e+00       9.01638901e-01
      5.10000000e-01       1.09831904e+00       9.01680958e-01
      5.20000000e-01       1.09827647e+00       9.01723532e-01
      5.30000000e-01       1.09823339e+00       9.01766606e-01
      5.40000000e-01       1.09818984e+00       9.01810162e-01
      5.50000000e-01       1.09814582e+00       9.01854182e-01
      5.60000000e-01       1.09810135e+00       9.01898649e-01
      5.70000000e-01       1.09805646e+00       9.01943545e-01
      5.80000000e-01       1.09801115e+00       9.01988851e-01
      5.90000000e-01       1.09796545e+00       9.02034549e-01
      6.00000000e-01       1.09791938e+00       9.02080622e-01
      6.10000000e-01       1.09787295e+00       9.02127049e-01
      6.20000000e-01       1.09782619e+00       9.02173814e-01
      6.30000000e-01       1.09777910e+00       9.02220896e-01
      6.40000000e-01       1.09773172e+00       9.02268276e-01
      6.50000000e-01       1.09768406e+00       9.02315936e-01
      6.60000000e-01       1.09763614e+00       9.02363856e-01
      6.70000000e-01       1.09758798e+00       9.02412017e-01
      6.80000000e-01       1.09753960e+00       9.02460400e-01
      6.90000000e-01       1.09749102e+00       9.02508984e-01
      7.00000000e-01       1.09744225e+00       9.02557751e-01
      7.10000000e-01       1.09739332e+00       9.02606681e-01
      7.20000000e-01       1.09734425e+00       9.02655753e-01
      7.30000000e-01       1.09729505e+00       9.02704948e-01
      7.40000000e-01       1.09724575e+00       9.02754246e-01
      7.50000000e-01       1.09719637e+00       9.02803628e-01
      7.60000000e-01       1.09714693e+00       9.02853073e-01
      7.70000000e-01       1.09709744e+00       9.02902562e-01
      7.80000000e-01       1.09704793e+00       9.02952073e-01
      7.90000000e-01       1.09699841e+00       9.03001588e-01
      8.00000000e-01       1.09694891e+00       9.03051087e-01
      8.10000000e-01       1.09689945e+00       9.03100549e-01
      8.20000000e-01       1.09685005e+00       9.03149954e-01
      8.30000000e-01       1.09680072e+00       9.03199283e-01
      8.40000000e-01       1.09675148e+00       9.03248515e-01
      8.50000000e-01       1.09670237e+00       9.03297631e-01
      8.60000000e-01       1.09665339e+00       9.03346611e-01
      8.70000000e-01       1.09660456e+00       9.03395435e-01
      8.80000000e-01       1.09655592e+00       9.03444084e-01
      8.90000000e-01       1.09650746e+00       9.03492537e-01
      9.00000000e-01       1.09645922e+00       9.03540775e-01
      9.10000000e-01       1.09641122e+00       9.03588779e-01
      9.20000000e-01       1.09636347e+00       9.03636529e-01
      9.30000000e-01       1.09631599e+00       9.03684006e-01
      9.40000000e-01       1.09626881e+00       9.03731191e-01
      9.50000000e-01       1.09622193e+00       9.03778065e-01
      9.60000000e-01       1.09617539e+00       9.03824609e-01
      9.70000000e-01       1.09612920e+00       9.03870803e-01
      9.80000000e-01       1.09608337e+00       9.03916631e-01
      9.90000000e-01       1.09603793e+00       9.03962072e-01
