      0.00000000e+00       4.60493781e+20       1.78637429e+21
      1.00000000e+00                  nan                  inf
      0.00000000e+00       4.60493781e+20       1.78637429e+21
      1.00000000e+00                  nan                  inf
      0.00000000e+00       4.60493781e+20       1.78637429e+21
      1.00000000e+00                  nan                  inf
      0.00000000e+00       4.60493781e+20       1.78637429e+21
      1.00000000e+00                  nan                  inf
      0.00000000e+00       4.60493781e+20       1.78637429e+21
      1.00000000e+00                  nan                  inf
      0.00000000e+00       4.60493781e+20       1.78637429e+21
      1.00000000e+00                  nan                  inf
