    0.0000+0.0000j   -1.0000+0.0000j    0.7071+0.0000j    0.7071+0.0000j
   -1.0000+0.0000j    2.5000+0.0000j    0.7071+0.0000j   -0.7071+0.0000j
    0.7071+0.0000j    0.7071+0.0000j   -0.0000+0.0000j   -2.5000+0.0000j
    0.7071+0.0000j   -0.7071+0.0000j   -2.5000+0.0000j    0.0000+0.0000j
