      1.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00      -5.02422659e-17       1.32068415e-16       0.00000000e+00       9.97446758e-16      -3.82057545e-21
      2.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00      -5.69899389e-16      -2.84110630e-16       0.00000000e+00       8.60014973e-16       4.06575815e-20
      3.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00      -5.39773049e-16      -5.39087869e-16       0.00000000e+00       9.62294070e-16       1.62630326e-19
      4.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       4.66712051e-16      -6.49764292e-17       0.00000000e+00       1.70351317e-15      -1.90924298e-19
      5.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       6.30441323e-16       1.36103877e-16       0.00000000e+00       1.62236819e-15       8.13151629e-20
      6.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       3.07911918e-16       7.21905747e-16       0.00000000e+00       2.46414337e-15      -2.16840434e-19
      7.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       6.23424394e-16       8.82389143e-16       0.00000000e+00       2.93220543e-15      -4.33680869e-19
      8.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       1.11529222e-17       9.44720951e-16       0.00000000e+00       2.42728112e-15      -4.33680869e-19
      9.00000000e-02      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       3.30857832e-16      -1.98776295e-16       0.00000000e+00       3.35875431e-15      -6.50521303e-19
      1.00000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       5.89302884e-16      -2.79518959e-16       0.00000000e+00       3.84542366e-15      -8.67361738e-19
      1.10000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       7.01736285e-16      -6.17930430e-16       0.00000000e+00       3.89641919e-15      -7.58941521e-19
      1.20000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       4.25715343e-16      -4.40576654e-16       0.00000000e+00       2.50094028e-15       6.73083256e-19
      1.30000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00      -5.05182512e-17      -8.13161952e-16       0.00000000e+00       3.20719491e-15       8.10397798e-19
      1.40000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       1.78789492e-16      -8.18542719e-16       0.00000000e+00       3.27918304e-15      -7.58941521e-19
      1.50000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       1.87251299e-16      -9.61740154e-16       0.00000000e+00       3.94760504e-15      -1.51788304e-18
      1.60000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       2.56045878e-16      -1.19930718e-15       0.00000000e+00       4.08221460e-15       5.97748185e-19
      1.70000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       5.55906055e-16      -7.36300998e-16       0.00000000e+00       5.80246643e-15       4.83176528e-19
      1.80000000e-01      -4.46713595e+00       4.00000000e+00       4.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.00000000e+00       4.29605820e-16      -1.16289411e-15       0.00000000e+00       6.21948485e-15      -5.42101086e-19
