0.0 	 [0j, (-5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
0.002 	 [0j, (-5.551115123125783e-17+0j), (-3.3306690738754696e-16+0j), (-3.3306690738754696e-16+0j)] 
0.004 	 [0j, 0j, (-3.885780586188048e-16+0j), (-3.885780586188048e-16+0j)] 
0.006 	 [(-1.1102230246251565e-16+0j), (-5.551115123125783e-17+0j), (-3.3306690738754696e-16+0j), (-2.7755575615628914e-16+0j)] 
0.008 	 [0j, (-1.1102230246251565e-16+0j), (-3.3306690738754696e-16+0j), (-2.7755575615628914e-16+0j)] 
0.01 	 [0j, 0j, (-3.885780586188048e-16+0j), (-3.3306690738754696e-16+0j)] 
0.012 	 [(5.551115123125783e-17+0j), (5.551115123125783e-17+0j), (-3.3306690738754696e-16+0j), (-3.885780586188048e-16+0j)] 
0.014 	 [(5.551115123125783e-17+0j), (5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
0.016 	 [(1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), (-1.1102230246251565e-16+0j), (-2.7755575615628914e-16+0j)] 
0.018000000000000002 	 [(1.1102230246251565e-16+0j), (1.1102230246251565e-16+0j), (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
0.02 	 [(1.1102230246251565e-16+0j), (1.1102230246251565e-16+0j), (-2.220446049250313e-16+0j), (-3.3306690738754696e-16+0j)] 
0.022000000000000002 	 [0j, 0j, (-2.7755575615628914e-16+0j), (-2.220446049250313e-16+0j)] 
0.024 	 [0j, (5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-1.1102230246251565e-16+0j)] 
0.026000000000000002 	 [(1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), (-2.7755575615628914e-16+0j), (-2.220446049250313e-16+0j)] 
0.028 	 [0j, (1.1102230246251565e-16+0j), (-2.7755575615628914e-16+0j), (-2.7755575615628914e-16+0j)] 
0.030000000000000002 	 [(1.1102230246251565e-16+0j), (5.551115123125783e-17+0j), (-3.3306690738754696e-16+0j), (-3.3306690738754696e-16+0j)] 
0.032 	 [0j, (-5.551115123125783e-17+0j), (-3.3306690738754696e-16+0j), (-2.7755575615628914e-16+0j)] 
0.034 	 [0j, (-5.551115123125783e-17+0j), (-2.7755575615628914e-16+0j), (-2.220446049250313e-16+0j)] 
0.036000000000000004 	 [(-5.551115123125783e-17+0j), (-1.1102230246251565e-16+0j), (-2.220446049250313e-16+0j), (-1.1102230246251565e-16+0j)] 
0.038 	 [0j, (-5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
0.04 	 [(5.551115123125783e-17+0j), (-5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
0.042 	 [0j, (-5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-1.1102230246251565e-16+0j)] 
0.044000000000000004 	 [(-5.551115123125783e-17+0j), (-5.551115123125783e-17+0j), (-1.6653345369377348e-16+0j), (-1.6653345369377348e-16+0j)] 
0.046 	 [0j, 0j, (-2.7755575615628914e-16+0j), (-2.220446049250313e-16+0j)] 
0.048 	 [0j, (-1.1102230246251565e-16+0j), (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
0.05 	 [(-5.551115123125783e-17+0j), 0j, (-2.220446049250313e-16+0j), (-2.220446049250313e-16+0j)] 
