0.0 	 [(4.996003610813204e-16+0j), (-5.551115123125783e-17+0j), (-2.220446049250313e-16+0j), (-5.551115123125783e-17+0j), (-1.6653345369377348e-16+0j), (-5.551115123125783e-17+0j)] 
0.005 	 [(4.440892098500626e-16+0j), (1.1302070390684094e-13+0j), (2.1105339698124226e-12+0j), (3.0365029740631044e-07+0j), (-3.036500611508508e-07+0j), (-2.460476267174272e-12+0j)] 
0.01 	 [(2.220446049250313e-16+0j), (1.8062218387626672e-12+0j), (3.3773095431399724e-11+0j), (1.2145156670917423e-06+0j), (-1.2145118791773157e-06+0j), (-3.9367398230183426e-11+0j)] 
0.015000000000000001 	 [(7.771561172376096e-16+0j), (9.14646136607189e-12+0j), (1.7096324356202786e-10+0j), (2.732339562272479e-06+0j), (-2.7323203857232414e-06+0j), (-1.9928764194432347e-10+0j)] 
0.02 	 [(3.497202527569243e-15+0j), (2.8913538230312952e-11+0j), (5.402752689676049e-10+0j), (4.85669448924142e-06+0j), (-4.856633878780325e-06+0j), (-6.298030985618652e-10+0j)] 
0.025 	 [(1.2878587085651816e-14+0j), (7.060935169889149e-11+0j), (1.318865017196913e-09+0j), (7.586982120166841e-06+0j), (-7.58683414103789e-06+0j), (-1.537466431944523e-09+0j)] 
0.030000000000000002 	 [(3.858025010572419e-14+0j), (1.4646384105532206e-10+0j), (2.734376169932773e-09+0j), (1.092243346850763e-05+0j), (-1.0922126609969052e-05+0j), (-3.1877379069733536e-09+0j)] 
0.035 	 [(9.720002580593246e-14+0j), (2.714494184985483e-10+0j), (5.06484310047739e-09+0j), (1.4862109105673316e-05+0j), (-1.4861540589383715e-05+0j), (-5.904906397180554e-09+0j)] 
0.04 	 [(2.1688206786052433e-13+0j), (4.6328990643829115e-10+0j), (8.638576132202758e-09+0j), (1.940489941953949e-05+0j), (-1.9403929512162854e-05+0j), (-1.007199063041142e-08+0j)] 
0.045000000000000005 	 [(4.3998138465894954e-13+0j), (7.424811876433068e-10+0j), (1.3834021261871499e-08+0j), (2.4549524933137334e-05+0j), (-2.454797125162056e-05+0j), (-1.6130624391763604e-08+0j)] 
0.05 	 [(8.283929098240606e-13+0j), (1.1323050830291947e-09+0j), (2.1079599898943258e-08+0j), (3.02945366634777e-05+0j), (-3.0292168473833314e-05+0j), (-2.458092318580185e-08+0j)] 
0.055 	 [(1.4673817716470694e-12+0j), (1.6588545537210564e-09+0j), (3.085353011966774e-08+0j), (3.6638316528947446e-05+0j), (-3.663484904814496e-05+0j), (-3.5981332302537083e-08+0j)] 
0.060000000000000005 	 [(2.4736879211673113e-12+0j), (2.351051797688797e-09+0j), (4.368362177542551e-08+0j), (4.357907780705439e-05+0j), (-4.3574166493642874e-05+0j), (-5.094846045050616e-08+0j)] 
0.065 	 [(3.999023334699814e-12+0j), (3.2406778371907308e-09+0j), (6.014705622447991e-08+0j), (5.111486563547096e-05+0j), (-5.110810047709302e-05+0j), (-7.015689107436884e-08+0j)] 
0.07 	 [(6.238898286881067e-12+0j), (4.362397332258183e-09+0j), (8.087014297109008e-08+0j), (5.924355756564692e-05+0j), (-5.9234457363444015e-05+0j), (-9.433898146005149e-08+0j)] 
0.075 	 [(9.439227177665543e-12+0j), (5.753791776363926e-09+0j), (1.0652805265687348e-07+0j), (6.796286415744479e-05+0j), (-6.795087080230244e-05+0j), (-1.2428463930236333e-07+0j)] 
0.08 	 [(1.3905154805371467e-11+0j), (7.455387751598153e-09+0j), (1.3784453323228973e-07+0j), (7.727032962923097e-05+0j), (-7.725480236953075e-05+0j), (-1.6084108578340306e-07+0j)] 
0.085 	 [(2.000921650591181e-11+0j), (9.510694676251319e-09+0j), (1.7559160386815265e-07+0j), (8.71633325432164e-05+0j), (-8.714354225158871e-05+0j), (-2.04912599444107e-07+0j)] 
0.09000000000000001 	 [(2.819888766936174e-11+0j), (1.196624044297323e-08+0j), (2.2058922999335095e-07+0j), (9.763908654980558e-05+0j), (-9.761420997644876e-05+0j), (-2.574602431804074e-07+0j)] 
0.095 	 [(3.901196032884968e-11+0j), (1.4871609888000847e-08+0j), (2.737049750178855e-07+0j), (0.0001086946411678058+0j), (-0.00010866375519152927+0j), (-3.195015733647999e-07+0j)] 
0.1 	 [(5.308037342999228e-11+0j), (1.827948703514437e-08+0j), (3.35853632849048e-07+0j), (0.0001203268826208137+0j), (-0.00012028895848720245+0j), (-3.9211033386887806e-07+0j)] 
