0.005 	 [1.7769108850984594e-08, 4.659698682463187e-08, -3.5241670692798266e-10, -1.4421708899314822e-07, 4.2060022364953653e-07, -3.4039681356956564e-07] 
0.01 	 [7.107454180754758e-08, 1.8638116106028946e-07, -1.4080860921694693e-09, -5.768388946503222e-07, 1.6823139153965272e-06, -1.361522637688406e-06] 
0.015000000000000001 	 [1.5991062296549785e-07, 4.1933216277101337e-07, -3.162266837275496e-09, -1.2977770356137341e-06, 3.784880151180836e-06, -3.0631836354655384e-06] 
0.02 	 [2.842678925585318e-07, 7.454160633191265e-07, -5.607059649914703e-09, -2.306884228198136e-06, 6.727864122146876e-06, -5.445056790731595e-06] 
0.025 	 [4.441331088456124e-07, 1.1645853692510144e-06, -8.73141281498846e-09, -3.6039543147015074e-06, 1.0510657228457454e-05, -8.50668997975923e-06] 
0.030000000000000002 	 [6.394892515526607e-07, 1.67677902973562e-06, -1.2521128633924405e-08, -5.188722298932191e-06, 1.5132477213075646e-05, -1.2247502067130878e-05] 
0.035 	 [8.703155225386894e-07, 2.281922446112361e-06, -1.695887197339374e-08, -7.06086439755671e-06, 2.0592368333294253e-05, -1.6666783033025823e-05] 
0.04 	 [1.1365873521240744e-06, 2.9799274832154055e-06, -2.2024181478563776e-08, -9.219998099330162e-06, 2.688920156834751e-05, -2.1763694124432575e-05] 
0.045000000000000005 	 [1.438276402976335e-06, 3.770692482585325e-06, -2.7693481674528897e-08, -1.1665682235428854e-05, 3.402167486832308e-05, -2.7537268038058116e-05] 
0.05 	 [1.775350572108536e-06, 4.654102277679151e-06, -3.3940098009832553e-08, -1.4397417061606799e-05, 4.1988313436935876e-05, -3.3986409127828576e-05] 
0.055 	 [2.147774015859305e-06, 5.630028202530113e-06, -4.073427106732197e-08, -1.741464434151796e-05, 5.0787469999202806e-05, -4.11098936062837e-05] 
0.060000000000000005 	 [2.555507413126712e-06, 6.698327976839558e-06, -4.80431249783031e-08, -2.0716747320959072e-05, 6.0417324415640294e-05, -4.8906369360945945e-05] 
0.065 	 [2.998507828810837e-06, 7.858846204800152e-06, -5.583040002532513e-08, -2.4303049948715127e-05, 7.087587847198762e-05, -5.737435215774633e-05] 
0.07 	 [3.476729361184816e-06, 9.111415098073117e-06, -6.405621655325433e-08, -2.817281183481457e-05, 8.216094162194487e-05, -6.651221803039009e-05] 
0.075 	 [3.9901208180870285e-06, 1.0455852483493011e-05, -7.267860524518e-08, -3.232523927404474e-05, 9.42701839774518e-05, -7.631823940007498e-05] 
