      2.00000000e-02      -6.98291841e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000010e+00       1.00000021e+00       9.99999840e-01       1.00000025e+00       1.00000000e+00       1.00000002e+00      -1.30140084e-07       1.88807047e-07       1.03757530e-09       7.80138786e-08       6.23024889e-08       1.76750572e-07       0.00000000e+00       0.00000000e+00       0.00000000e+00
      4.00000000e-02      -6.98291839e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000040e+00       1.00000085e+00       9.99999362e-01       1.00000098e+00       9.99999998e-01       1.00000007e+00      -5.20422050e-07       7.55007149e-07       4.20682313e-09       3.11663744e-07       2.49352063e-07       7.06397369e-07       0.00000000e+00       0.00000000e+00       0.00000000e+00
      6.00000000e-02      -6.98291837e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000089e+00       1.00000192e+00       9.99998565e-01       1.00000220e+00       9.99999997e-01       1.00000015e+00      -1.17043050e-06       1.69793646e-06       9.67713387e-09       6.99774879e-07       5.61574092e-07       1.58712615e-06       0.00000000e+00       0.00000000e+00       0.00000000e+00
      8.00000000e-02      -6.98291833e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000159e+00       1.00000341e+00       9.99997450e-01       1.00000391e+00       9.99999996e-01       1.00000027e+00      -2.07947425e-06       3.01649035e-06       1.77301503e-08       1.24039373e-06       9.99675360e-07       2.81591961e-06       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.00000000e-01      -6.98291829e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000248e+00       1.00000531e+00       9.99996018e-01       1.00000610e+00       9.99999996e-01       1.00000042e+00      -3.24658799e-06       4.70912610e-06       2.87587590e-08       1.93079435e-06       1.56464083e-06       4.38856711e-06       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.20000000e-01      -6.98291823e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000356e+00       1.00000764e+00       9.99994270e-01       1.00000876e+00       9.99999999e-01       1.00000062e+00      -4.67053472e-06       6.77386672e-06       4.32656832e-08       2.76748744e-06       2.25772913e-06       6.29967814e-06       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.40000000e-01      -6.98291817e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000484e+00       1.00001037e+00       9.99992207e-01       1.00001188e+00       1.00000000e+00       1.00000085e+00      -6.34980877e-06       9.20830572e-06       6.18616844e-08       3.74623186e-06       3.08046681e-06       8.54269964e-06       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.60000000e-01      -6.98291809e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000630e+00       1.00001351e+00       9.99989832e-01       1.00001546e+00       1.00000002e+00       1.00000113e+00      -8.28263950e-06       1.20096130e-05       8.52633779e-08       4.86204861e-06       4.03464133e-06       1.11099370e-05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.80000000e-01      -6.98291800e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000795e+00       1.00001705e+00       9.99987146e-01       1.00001949e+00       1.00000004e+00       1.00000146e+00      -1.04669957e-05       1.51745418e-05       1.14290672e-07       6.10923730e-06       5.12229285e-06       1.39925786e-05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.00000000e-01      -6.98291791e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000978e+00       1.00002098e+00       9.99984151e-01       1.00002394e+00       1.00000006e+00       1.00000184e+00      -1.29005905e-05       1.86994366e-05       1.49863843e-07       7.48139492e-06       6.34570491e-06       1.71807243e-05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.20000000e-01      -6.98291780e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00001179e+00       1.00002529e+00       9.99980850e-01       1.00002882e+00       1.00000010e+00       1.00000228e+00      -1.55808870e-05       2.25802419e-05       1.93000250e-07       8.97143700e-06       7.70739390e-06       2.06634167e-05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.40000000e-01      -6.98291769e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00001398e+00       1.00002998e+00       9.99977245e-01       1.00003409e+00       1.00000016e+00       1.00000277e+00      -1.85051046e-05       2.68125122e-05       2.44810717e-07       1.05716209e-05       9.21009749e-06       2.44286765e-05       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.60000000e-01      -6.98291756e+00       6.00000000e+00       6.00000000e+00       6.00000000e+00       3.00000000e+01       1.00000000e+00       1.00000000e+00       1.00000000e+00       1.00001634e+00       1.00003503e+00       9.99973339e-01       1.00003976e+00       1.00000023e+00       1.00000334e+00      -2.16702257e-05       3.13914228e-05       3.06495578e-07       1.22735712e-05       1.08567620e-05       2.84635405e-05       0.00000000e+00       0.00000000e+00       0.00000000e+00
